name,search_query,quartz_url,CPID,potential products,potential manufacturers,potential manufacturers google
PEX Water Pipe,PEX pipe,http://quartzproject.org/p/CP159,CP159,https://www.specifiedby.com/search?q=PEX pipe,https://www.specifiedby.com/search?q=PEX pipe&type=companies&a=0,https://www.google.co.uk/search?q=PEX pipe companies&type=companies&a=0
PEX Water Pipe,PEX tube,http://quartzproject.org/p/CP159,CP159,https://www.specifiedby.com/search?q=PEX tube,https://www.specifiedby.com/search?q=PEX tube&type=companies&a=0,https://www.google.co.uk/search?q=PEX tube companies&type=companies&a=0
PEX Water Pipe,PEX piping,http://quartzproject.org/p/CP159,CP159,https://www.specifiedby.com/search?q=PEX piping,https://www.specifiedby.com/search?q=PEX piping&type=companies&a=0,https://www.google.co.uk/search?q=PEX piping companies&type=companies&a=0
PEX Water Pipe,PEX tubing,http://quartzproject.org/p/CP159,CP159,https://www.specifiedby.com/search?q=PEX tubing,https://www.specifiedby.com/search?q=PEX tubing&type=companies&a=0,https://www.google.co.uk/search?q=PEX tubing companies&type=companies&a=0
Pipe Insulation,Pipe Insulation,http://quartzproject.org/p/CP160,CP160,https://www.specifiedby.com/search?q=Pipe Insulation,https://www.specifiedby.com/search?q=Pipe Insulation&type=companies&a=0,https://www.google.co.uk/search?q=Pipe Insulation companies&type=companies&a=0
Pipe Insulation,Polyethylene pipe insulation,http://quartzproject.org/p/CP160,CP160,https://www.specifiedby.com/search?q=Polyethylene pipe insulation,https://www.specifiedby.com/search?q=Polyethylene pipe insulation&type=companies&a=0,https://www.google.co.uk/search?q=Polyethylene pipe insulation companies&type=companies&a=0
Pipe Insulation,Polyolefin pipe insulation ,http://quartzproject.org/p/CP160,CP160,https://www.specifiedby.com/search?q=Polyolefin pipe insulation ,https://www.specifiedby.com/search?q=Polyolefin pipe insulation &type=companies&a=0,https://www.google.co.uk/search?q=Polyolefin pipe insulation  companies&type=companies&a=0
Pipe Insulation Adhesives,Pipe Insulation Adhesives,http://quartzproject.org/p/CP161,CP161,https://www.specifiedby.com/search?q=Pipe Insulation Adhesives,https://www.specifiedby.com/search?q=Pipe Insulation Adhesives&type=companies&a=0,https://www.google.co.uk/search?q=Pipe Insulation Adhesives companies&type=companies&a=0
Ready Mixed Concrete (LWC 3000-4000psi),Ready Mixed Concrete (LWC 3000-4000psi),http://quartzproject.org/p/CP168,CP168,https://www.specifiedby.com/search?q=Ready Mixed Concrete (LWC 3000-4000psi),https://www.specifiedby.com/search?q=Ready Mixed Concrete (LWC 3000-4000psi)&type=companies&a=0,https://www.google.co.uk/search?q=Ready Mixed Concrete (LWC 3000-4000psi) companies&type=companies&a=0
Ready Mixed Concrete (LWC 3000-4000psi),Lightweight concrete,http://quartzproject.org/p/CP168,CP168,https://www.specifiedby.com/search?q=Lightweight concrete,https://www.specifiedby.com/search?q=Lightweight concrete&type=companies&a=0,https://www.google.co.uk/search?q=Lightweight concrete companies&type=companies&a=0
"Ready Mix Concrete (BF Slag) (3,000 - 4,000 psi)","Ready Mix Concrete (BF Slag) (3,000 - 4,000 psi)",http://quartzproject.org/p/CP169,CP169,"https://www.specifiedby.com/search?q=Ready Mix Concrete (BF Slag) (3,000 - 4,000 psi)","https://www.specifiedby.com/search?q=Ready Mix Concrete (BF Slag) (3,000 - 4,000 psi)&type=companies&a=0","https://www.google.co.uk/search?q=Ready Mix Concrete (BF Slag) (3,000 - 4,000 psi) companies&type=companies&a=0"
"Ready Mix Concrete (BF Slag) (3,000 - 4,000 psi)",Concrete,http://quartzproject.org/p/CP169,CP169,https://www.specifiedby.com/search?q=Concrete,https://www.specifiedby.com/search?q=Concrete&type=companies&a=0,https://www.google.co.uk/search?q=Concrete companies&type=companies&a=0
"Ready Mix Concrete (BF Slag) (3,000 - 4,000 psi)",NWC,http://quartzproject.org/p/CP169,CP169,https://www.specifiedby.com/search?q=NWC,https://www.specifiedby.com/search?q=NWC&type=companies&a=0,https://www.google.co.uk/search?q=NWC companies&type=companies&a=0
"Ready Mix Concrete (BF Slag) (3,000 - 4,000 psi)",Ready Mixed Concrete,http://quartzproject.org/p/CP169,CP169,https://www.specifiedby.com/search?q=Ready Mixed Concrete,https://www.specifiedby.com/search?q=Ready Mixed Concrete&type=companies&a=0,https://www.google.co.uk/search?q=Ready Mixed Concrete companies&type=companies&a=0
"Ready Mix Concrete (Fly Ash) (3,000 - 4,000 psi)","Ready Mix Concrete (Fly Ash) (3,000 - 4,000 psi)",http://quartzproject.org/p/CP170,CP170,"https://www.specifiedby.com/search?q=Ready Mix Concrete (Fly Ash) (3,000 - 4,000 psi)","https://www.specifiedby.com/search?q=Ready Mix Concrete (Fly Ash) (3,000 - 4,000 psi)&type=companies&a=0","https://www.google.co.uk/search?q=Ready Mix Concrete (Fly Ash) (3,000 - 4,000 psi) companies&type=companies&a=0"
"Ready Mix Concrete (Fly Ash) (3,000 - 4,000 psi)",Concrete,http://quartzproject.org/p/CP170,CP170,https://www.specifiedby.com/search?q=Concrete,https://www.specifiedby.com/search?q=Concrete&type=companies&a=0,https://www.google.co.uk/search?q=Concrete companies&type=companies&a=0
"Ready Mix Concrete (Fly Ash) (3,000 - 4,000 psi)",NWC,http://quartzproject.org/p/CP170,CP170,https://www.specifiedby.com/search?q=NWC,https://www.specifiedby.com/search?q=NWC&type=companies&a=0,https://www.google.co.uk/search?q=NWC companies&type=companies&a=0
"Ready Mix Concrete (Fly Ash) (3,000 - 4,000 psi)",Ready Mixed Concrete,http://quartzproject.org/p/CP170,CP170,https://www.specifiedby.com/search?q=Ready Mixed Concrete,https://www.specifiedby.com/search?q=Ready Mixed Concrete&type=companies&a=0,https://www.google.co.uk/search?q=Ready Mixed Concrete companies&type=companies&a=0
Glulam,Glulam,http://quartzproject.org/p/CP171,CP171,https://www.specifiedby.com/search?q=Glulam,https://www.specifiedby.com/search?q=Glulam&type=companies&a=0,https://www.google.co.uk/search?q=Glulam companies&type=companies&a=0
Glulam,Glue Laminated Lumber,http://quartzproject.org/p/CP171,CP171,https://www.specifiedby.com/search?q=Glue Laminated Lumber,https://www.specifiedby.com/search?q=Glue Laminated Lumber&type=companies&a=0,https://www.google.co.uk/search?q=Glue Laminated Lumber companies&type=companies&a=0
Glulam,Glue Laminated Timber,http://quartzproject.org/p/CP171,CP171,https://www.specifiedby.com/search?q=Glue Laminated Timber,https://www.specifiedby.com/search?q=Glue Laminated Timber&type=companies&a=0,https://www.google.co.uk/search?q=Glue Laminated Timber companies&type=companies&a=0
Glass Fiber Reinforced Polymer Decking,Glass Fiber Reinforced Polymer Decking,http://quartzproject.org/p/CP172,CP172,https://www.specifiedby.com/search?q=Glass Fiber Reinforced Polymer Decking,https://www.specifiedby.com/search?q=Glass Fiber Reinforced Polymer Decking&type=companies&a=0,https://www.google.co.uk/search?q=Glass Fiber Reinforced Polymer Decking companies&type=companies&a=0
Glass Fiber Reinforced Polymer Decking,"Fiberglass reinforced plastic decking,Fiberglass reinforced polyester decking,Glass fiber reinforced polyester decking",http://quartzproject.org/p/CP172,CP172,"https://www.specifiedby.com/search?q=Fiberglass reinforced plastic decking,Fiberglass reinforced polyester decking,Glass fiber reinforced polyester decking","https://www.specifiedby.com/search?q=Fiberglass reinforced plastic decking,Fiberglass reinforced polyester decking,Glass fiber reinforced polyester decking&type=companies&a=0","https://www.google.co.uk/search?q=Fiberglass reinforced plastic decking,Fiberglass reinforced polyester decking,Glass fiber reinforced polyester decking companies&type=companies&a=0"
Polycarbonate Cladding,Polycarbonate Cladding,http://quartzproject.org/p/CP173,CP173,https://www.specifiedby.com/search?q=Polycarbonate Cladding,https://www.specifiedby.com/search?q=Polycarbonate Cladding&type=companies&a=0,https://www.google.co.uk/search?q=Polycarbonate Cladding companies&type=companies&a=0
Polycarbonate Cladding,Multi-wall polycarbonate,http://quartzproject.org/p/CP173,CP173,https://www.specifiedby.com/search?q=Multi-wall polycarbonate,https://www.specifiedby.com/search?q=Multi-wall polycarbonate&type=companies&a=0,https://www.google.co.uk/search?q=Multi-wall polycarbonate companies&type=companies&a=0
Structural Steel Cables,Structural Steel Cables,http://quartzproject.org/p/CP174,CP174,https://www.specifiedby.com/search?q=Structural Steel Cables,https://www.specifiedby.com/search?q=Structural Steel Cables&type=companies&a=0,https://www.google.co.uk/search?q=Structural Steel Cables companies&type=companies&a=0
Structural Steel Cables,Wire rope,http://quartzproject.org/p/CP174,CP174,https://www.specifiedby.com/search?q=Wire rope,https://www.specifiedby.com/search?q=Wire rope&type=companies&a=0,https://www.google.co.uk/search?q=Wire rope companies&type=companies&a=0
Structural Steel Cables,full locked coil strands,http://quartzproject.org/p/CP174,CP174,https://www.specifiedby.com/search?q=full locked coil strands,https://www.specifiedby.com/search?q=full locked coil strands&type=companies&a=0,https://www.google.co.uk/search?q=full locked coil strands companies&type=companies&a=0
Structural Steel Cables,full locked strands,http://quartzproject.org/p/CP174,CP174,https://www.specifiedby.com/search?q=full locked strands,https://www.specifiedby.com/search?q=full locked strands&type=companies&a=0,https://www.google.co.uk/search?q=full locked strands companies&type=companies&a=0
Structural Steel Cables,structural strand,http://quartzproject.org/p/CP174,CP174,https://www.specifiedby.com/search?q=structural strand,https://www.specifiedby.com/search?q=structural strand&type=companies&a=0,https://www.google.co.uk/search?q=structural strand companies&type=companies&a=0
Cast Iron Pipes,Cast Iron Pipes,http://quartzproject.org/p/CP175,CP175,https://www.specifiedby.com/search?q=Cast Iron Pipes,https://www.specifiedby.com/search?q=Cast Iron Pipes&type=companies&a=0,https://www.google.co.uk/search?q=Cast Iron Pipes companies&type=companies&a=0
Cast Iron Pipes,Ductile Iron Pipe,http://quartzproject.org/p/CP175,CP175,https://www.specifiedby.com/search?q=Ductile Iron Pipe,https://www.specifiedby.com/search?q=Ductile Iron Pipe&type=companies&a=0,https://www.google.co.uk/search?q=Ductile Iron Pipe companies&type=companies&a=0
Glass Fiber Reinforced Polymer Water Storage Tank,Glass Fiber Reinforced Polymer Water Storage Tank,http://quartzproject.org/p/CP176,CP176,https://www.specifiedby.com/search?q=Glass Fiber Reinforced Polymer Water Storage Tank,https://www.specifiedby.com/search?q=Glass Fiber Reinforced Polymer Water Storage Tank&type=companies&a=0,https://www.google.co.uk/search?q=Glass Fiber Reinforced Polymer Water Storage Tank companies&type=companies&a=0
Glass Fiber Reinforced Polymer Water Storage Tank,Fiberglass Reinforced Polymer (FRP) Water Storage Tank,http://quartzproject.org/p/CP176,CP176,https://www.specifiedby.com/search?q=Fiberglass Reinforced Polymer (FRP) Water Storage Tank,https://www.specifiedby.com/search?q=Fiberglass Reinforced Polymer (FRP) Water Storage Tank&type=companies&a=0,https://www.google.co.uk/search?q=Fiberglass Reinforced Polymer (FRP) Water Storage Tank companies&type=companies&a=0
Glass Fiber Reinforced Polymer Water Storage Tank,Fiberglass Water Storage Tank,http://quartzproject.org/p/CP176,CP176,https://www.specifiedby.com/search?q=Fiberglass Water Storage Tank,https://www.specifiedby.com/search?q=Fiberglass Water Storage Tank&type=companies&a=0,https://www.google.co.uk/search?q=Fiberglass Water Storage Tank companies&type=companies&a=0
Gypsum Spray Fireproofing,Gypsum Spray Fireproofing,http://quartzproject.org/p/CP177,CP177,https://www.specifiedby.com/search?q=Gypsum Spray Fireproofing,https://www.specifiedby.com/search?q=Gypsum Spray Fireproofing&type=companies&a=0,https://www.google.co.uk/search?q=Gypsum Spray Fireproofing companies&type=companies&a=0
Gypsum Spray Fireproofing,Wet mix spray-applied fire resistive material (SFRM),http://quartzproject.org/p/CP177,CP177,https://www.specifiedby.com/search?q=Wet mix spray-applied fire resistive material (SFRM),https://www.specifiedby.com/search?q=Wet mix spray-applied fire resistive material (SFRM)&type=companies&a=0,https://www.google.co.uk/search?q=Wet mix spray-applied fire resistive material (SFRM) companies&type=companies&a=0
Gypsum Spray Fireproofing,cementitious fireproofing,http://quartzproject.org/p/CP177,CP177,https://www.specifiedby.com/search?q=cementitious fireproofing,https://www.specifiedby.com/search?q=cementitious fireproofing&type=companies&a=0,https://www.google.co.uk/search?q=cementitious fireproofing companies&type=companies&a=0
Laminated Glass,Laminated Glass,http://quartzproject.org/p/CP178,CP178,https://www.specifiedby.com/search?q=Laminated Glass,https://www.specifiedby.com/search?q=Laminated Glass&type=companies&a=0,https://www.google.co.uk/search?q=Laminated Glass companies&type=companies&a=0
Fiberglass Board Insulation,Fiberglass Board Insulation,http://quartzproject.org/p/CP179,CP179,https://www.specifiedby.com/search?q=Fiberglass Board Insulation,https://www.specifiedby.com/search?q=Fiberglass Board Insulation&type=companies&a=0,https://www.google.co.uk/search?q=Fiberglass Board Insulation companies&type=companies&a=0
Fiberglass Board Insulation,HVAC liner board,http://quartzproject.org/p/CP179,CP179,https://www.specifiedby.com/search?q=HVAC liner board,https://www.specifiedby.com/search?q=HVAC liner board&type=companies&a=0,https://www.google.co.uk/search?q=HVAC liner board companies&type=companies&a=0
Fiberglass Board Insulation,duct insulation,http://quartzproject.org/p/CP179,CP179,https://www.specifiedby.com/search?q=duct insulation,https://www.specifiedby.com/search?q=duct insulation&type=companies&a=0,https://www.google.co.uk/search?q=duct insulation companies&type=companies&a=0
PMMA Countertop,PMMA Countertop,http://quartzproject.org/p/CP180,CP180,https://www.specifiedby.com/search?q=PMMA Countertop,https://www.specifiedby.com/search?q=PMMA Countertop&type=companies&a=0,https://www.google.co.uk/search?q=PMMA Countertop companies&type=companies&a=0
PMMA Countertop,Solid surface countertop,http://quartzproject.org/p/CP180,CP180,https://www.specifiedby.com/search?q=Solid surface countertop,https://www.specifiedby.com/search?q=Solid surface countertop&type=companies&a=0,https://www.google.co.uk/search?q=Solid surface countertop companies&type=companies&a=0
